,data,result
750,"[84, 60, 3]",[1.4]
751,"[63, 7, 0]",[70]
752,"[32, 48, 3]",[0.6666666666666666]
753,"[31, 4, 2]",[124]
754,"[45, 84, 0]",[129]
755,"[39, 40, 3]",[0.975]
756,"[82, 37, 3]",[2.2162162162162162]
757,"[24, 64, 1]",[-40]
758,"[27, 9, 2]",[243]
759,"[32, 25, 0]",[57]
760,"[31, 69, 1]",[-38]
761,"[48, 85, 2]",[4080]
762,"[58, 43, 1]",[15]
763,"[90, 92, 0]",[182]
764,"[75, 20, 1]",[55]
765,"[67, 65, 0]",[132]
766,"[7, 57, 3]",[0.12280701754385964]
767,"[44, 94, 3]",[0.46808510638297873]
768,"[6, 43, 0]",[49]
769,"[79, 33, 2]",[2607]
770,"[70, 95, 0]",[165]
771,"[32, 84, 3]",[0.38095238095238093]
772,"[55, 32, 0]",[87]
773,"[45, 66, 1]",[-21]
774,"[10, 90, 3]",[0.1111111111111111]
775,"[62, 73, 0]",[135]
776,"[78, 84, 0]",[162]
777,"[49, 100, 2]",[4900]
778,"[54, 60, 3]",[0.9]
779,"[6, 14, 1]",[-8]
780,"[56, 28, 2]",[1568]
781,"[9, 37, 3]",[0.24324324324324326]
782,"[64, 45, 2]",[2880]
783,"[97, 31, 1]",[66]
784,"[10, 41, 3]",[0.24390243902439024]
785,"[7, 16, 1]",[-9]
786,"[8, 38, 1]",[-30]
787,"[93, 79, 0]",[172]
788,"[57, 52, 3]",[1.0961538461538463]
789,"[75, 51, 1]",[24]
790,"[1, 45, 1]",[-44]
791,"[66, 33, 2]",[2178]
792,"[9, 32, 2]",[288]
793,"[38, 80, 3]",[0.475]
794,"[58, 62, 1]",[-4]
795,"[82, 39, 3]",[2.1025641025641026]
796,"[58, 77, 2]",[4466]
797,"[89, 71, 3]",[1.2535211267605635]
798,"[30, 4, 3]",[7.5]
799,"[70, 13, 0]",[83]
800,"[50, 1, 0]",[51]
801,"[88, 9, 2]",[792]
802,"[64, 87, 0]",[151]
803,"[100, 75, 1]",[25]
804,"[63, 60, 1]",[3]
805,"[33, 2, 1]",[31]
806,"[48, 4, 3]",[12.0]
807,"[35, 38, 2]",[1330]
808,"[70, 24, 1]",[46]
809,"[24, 74, 2]",[1776]
810,"[57, 12, 3]",[4.75]
811,"[0, 25, 1]",[-25]
812,"[10, 20, 0]",[30]
813,"[9, 70, 2]",[630]
814,"[51, 54, 2]",[2754]
815,"[12, 4, 0]",[16]
816,"[83, 16, 3]",[5.1875]
817,"[16, 27, 3]",[0.5925925925925926]
818,"[55, 71, 1]",[-16]
819,"[2, 69, 1]",[-67]
820,"[13, 24, 1]",[-11]
821,"[17, 76, 1]",[-59]
822,"[78, 27, 1]",[51]
823,"[40, 19, 0]",[59]
824,"[41, 66, 3]",[0.6212121212121212]
825,"[30, 66, 1]",[-36]
826,"[6, 31, 0]",[37]
827,"[65, 20, 3]",[3.25]
828,"[71, 89, 2]",[6319]
829,"[64, 7, 3]",[9.142857142857142]
830,"[63, 71, 3]",[0.8873239436619719]
831,"[71, 95, 3]",[0.7473684210526316]
832,"[93, 61, 3]",[1.5245901639344261]
833,"[43, 71, 1]",[-28]
834,"[3, 77, 0]",[80]
835,"[70, 50, 3]",[1.4]
836,"[94, 70, 2]",[6580]
837,"[76, 41, 1]",[35]
838,"[11, 71, 1]",[-60]
839,"[46, 44, 0]",[90]
840,"[68, 73, 3]",[0.9315068493150684]
841,"[19, 80, 0]",[99]
842,"[68, 5, 0]",[73]
843,"[59, 49, 3]",[1.2040816326530612]
844,"[69, 13, 2]",[897]
845,"[57, 3, 1]",[54]
846,"[53, 41, 1]",[12]
847,"[36, 27, 2]",[972]
848,"[62, 42, 0]",[104]
849,"[54, 57, 2]",[3078]
850,"[58, 37, 3]",[1.5675675675675675]
851,"[17, 57, 2]",[969]
852,"[5, 70, 2]",[350]
853,"[75, 66, 0]",[141]
854,"[12, 87, 1]",[-75]
855,"[74, 19, 3]",[3.8947368421052633]
856,"[55, 98, 3]",[0.5612244897959183]
857,"[6, 61, 1]",[-55]
858,"[21, 9, 2]",[189]
859,"[44, 9, 0]",[53]
860,"[58, 12, 1]",[46]
861,"[80, 29, 0]",[109]
862,"[35, 30, 0]",[65]
863,"[44, 21, 1]",[23]
864,"[83, 41, 0]",[124]
865,"[94, 53, 3]",[1.7735849056603774]
866,"[93, 64, 3]",[1.453125]
867,"[10, 33, 3]",[0.30303030303030304]
868,"[74, 14, 2]",[1036]
869,"[33, 93, 1]",[-60]
870,"[96, 28, 2]",[2688]
871,"[54, 69, 3]",[0.782608695652174]
872,"[66, 54, 3]",[1.2222222222222223]
873,"[32, 88, 3]",[0.36363636363636365]
874,"[21, 71, 3]",[0.29577464788732394]
875,"[6, 61, 1]",[-55]
876,"[25, 100, 1]",[-75]
877,"[20, 88, 2]",[1760]
878,"[53, 85, 0]",[138]
879,"[39, 74, 2]",[2886]
880,"[51, 69, 2]",[3519]
881,"[45, 100, 2]",[4500]
882,"[99, 4, 0]",[103]
883,"[42, 32, 2]",[1344]
884,"[63, 6, 1]",[57]
885,"[72, 17, 0]",[89]
886,"[4, 96, 1]",[-92]
887,"[37, 29, 2]",[1073]
888,"[23, 82, 3]",[0.2804878048780488]
889,"[98, 17, 0]",[115]
890,"[44, 88, 3]",[0.5]
891,"[80, 24, 1]",[56]
892,"[11, 7, 1]",[4]
893,"[89, 98, 1]",[-9]
894,"[79, 96, 1]",[-17]
895,"[67, 58, 3]",[1.1551724137931034]
896,"[60, 70, 0]",[130]
897,"[8, 17, 3]",[0.47058823529411764]
898,"[91, 8, 1]",[83]
899,"[32, 39, 3]",[0.8205128205128205]
900,"[10, 42, 1]",[-32]
901,"[56, 46, 0]",[102]
902,"[22, 33, 0]",[55]
903,"[56, 2, 0]",[58]
904,"[46, 27, 1]",[19]
905,"[74, 13, 0]",[87]
906,"[57, 77, 0]",[134]
907,"[41, 37, 1]",[4]
908,"[18, 19, 0]",[37]
909,"[73, 86, 2]",[6278]
910,"[87, 37, 1]",[50]
911,"[15, 71, 2]",[1065]
912,"[44, 44, 1]",[0]
913,"[68, 85, 2]",[5780]
914,"[37, 20, 2]",[740]
915,"[13, 79, 3]",[0.16455696202531644]
916,"[69, 33, 2]",[2277]
917,"[13, 62, 0]",[75]
918,"[58, 45, 3]",[1.288888888888889]
919,"[95, 15, 1]",[80]
920,"[49, 23, 3]",[2.130434782608696]
921,"[86, 36, 1]",[50]
922,"[6, 68, 1]",[-62]
923,"[97, 82, 3]",[1.1829268292682926]
924,"[52, 76, 2]",[3952]
925,"[67, 57, 0]",[124]
926,"[51, 6, 0]",[57]
927,"[96, 80, 0]",[176]
928,"[58, 91, 2]",[5278]
929,"[46, 52, 1]",[-6]
930,"[92, 91, 1]",[1]
931,"[51, 74, 3]",[0.6891891891891891]
932,"[98, 17, 1]",[81]
933,"[63, 57, 1]",[6]
934,"[86, 34, 0]",[120]
935,"[53, 91, 0]",[144]
936,"[73, 33, 1]",[40]
937,"[20, 71, 2]",[1420]
938,"[54, 48, 0]",[102]
939,"[63, 8, 2]",[504]
940,"[2, 81, 2]",[162]
941,"[39, 56, 0]",[95]
942,"[22, 99, 1]",[-77]
943,"[82, 5, 2]",[410]
944,"[79, 60, 1]",[19]
945,"[23, 21, 0]",[44]
946,"[99, 95, 0]",[194]
947,"[96, 15, 0]",[111]
948,"[57, 51, 0]",[108]
949,"[4, 6, 1]",[-2]
950,"[74, 6, 1]",[68]
951,"[58, 44, 2]",[2552]
952,"[22, 80, 2]",[1760]
953,"[44, 100, 0]",[144]
954,"[46, 23, 2]",[1058]
955,"[84, 44, 0]",[128]
956,"[16, 90, 1]",[-74]
957,"[96, 58, 1]",[38]
958,"[10, 56, 1]",[-46]
959,"[62, 74, 0]",[136]
960,"[40, 13, 2]",[520]
961,"[0, 84, 1]",[-84]
962,"[13, 62, 1]",[-49]
963,"[98, 33, 1]",[65]
964,"[15, 29, 1]",[-14]
965,"[9, 11, 1]",[-2]
966,"[11, 26, 3]",[0.4230769230769231]
967,"[35, 92, 2]",[3220]
968,"[11, 1, 2]",[11]
969,"[45, 47, 1]",[-2]
970,"[71, 91, 0]",[162]
971,"[17, 75, 0]",[92]
972,"[98, 12, 1]",[86]
973,"[89, 49, 2]",[4361]
974,"[91, 24, 3]",[3.7916666666666665]
975,"[22, 69, 0]",[91]
976,"[83, 95, 0]",[178]
977,"[30, 18, 2]",[540]
978,"[9, 79, 1]",[-70]
979,"[90, 37, 0]",[127]
980,"[30, 21, 0]",[51]
981,"[19, 68, 2]",[1292]
982,"[54, 63, 2]",[3402]
983,"[59, 15, 3]",[3.933333333333333]
984,"[4, 5, 0]",[9]
985,"[28, 98, 1]",[-70]
986,"[1, 37, 0]",[38]
987,"[12, 34, 0]",[46]
988,"[32, 35, 0]",[67]
989,"[71, 92, 0]",[163]
990,"[82, 32, 0]",[114]
991,"[64, 0, 3]",[0]
992,"[28, 49, 2]",[1372]
993,"[47, 33, 1]",[14]
994,"[38, 86, 1]",[-48]
995,"[14, 56, 3]",[0.25]
996,"[73, 2, 3]",[36.5]
997,"[70, 81, 1]",[-11]
998,"[26, 56, 1]",[-30]
999,"[47, 17, 2]",[799]
1000,"[75, 8, 2]",[600]
1001,"[65, 100, 3]",[0.65]
1002,"[82, 25, 1]",[57]
1003,"[50, 75, 0]",[125]
1004,"[30, 38, 2]",[1140]
1005,"[26, 93, 3]",[0.27956989247311825]
1006,"[53, 34, 0]",[87]
1007,"[70, 91, 0]",[161]
1008,"[98, 34, 3]",[2.8823529411764706]
1009,"[49, 49, 0]",[98]
1010,"[73, 46, 2]",[3358]
1011,"[33, 22, 3]",[1.5]
1012,"[84, 50, 2]",[4200]
1013,"[33, 35, 0]",[68]
1014,"[65, 33, 3]",[1.9696969696969697]
1015,"[63, 30, 2]",[1890]
1016,"[30, 38, 1]",[-8]
1017,"[44, 97, 3]",[0.4536082474226804]
1018,"[84, 72, 3]",[1.1666666666666667]
1019,"[45, 49, 0]",[94]
1020,"[46, 14, 0]",[60]
1021,"[77, 2, 3]",[38.5]
1022,"[40, 74, 0]",[114]
1023,"[67, 42, 2]",[2814]
1024,"[75, 72, 0]",[147]
1025,"[48, 57, 2]",[2736]
1026,"[8, 46, 0]",[54]
1027,"[85, 57, 2]",[4845]
1028,"[86, 90, 3]",[0.9555555555555556]
1029,"[16, 51, 0]",[67]
1030,"[34, 94, 2]",[3196]
1031,"[12, 47, 1]",[-35]
1032,"[48, 32, 2]",[1536]
1033,"[59, 63, 3]",[0.9365079365079365]
1034,"[98, 56, 1]",[42]
1035,"[14, 28, 2]",[392]
1036,"[8, 11, 2]",[88]
1037,"[34, 43, 2]",[1462]
1038,"[25, 86, 1]",[-61]
1039,"[46, 72, 2]",[3312]
1040,"[70, 94, 2]",[6580]
1041,"[15, 93, 0]",[108]
1042,"[10, 23, 0]",[33]
1043,"[11, 4, 0]",[15]
1044,"[50, 13, 1]",[37]
1045,"[96, 27, 1]",[69]
1046,"[88, 49, 0]",[137]
1047,"[28, 58, 3]",[0.4827586206896552]
1048,"[73, 38, 0]",[111]
1049,"[34, 88, 1]",[-54]
1050,"[51, 97, 2]",[4947]
1051,"[18, 14, 2]",[252]
1052,"[79, 56, 1]",[23]
1053,"[22, 94, 1]",[-72]
1054,"[72, 13, 0]",[85]
1055,"[84, 26, 3]",[3.230769230769231]
1056,"[67, 36, 2]",[2412]
1057,"[52, 6, 3]",[8.666666666666666]
1058,"[40, 28, 1]",[12]
1059,"[15, 21, 0]",[36]
1060,"[81, 98, 3]",[0.826530612244898]
1061,"[13, 60, 0]",[73]
1062,"[73, 18, 1]",[55]
1063,"[44, 66, 3]",[0.6666666666666666]
1064,"[63, 35, 0]",[98]
1065,"[56, 84, 3]",[0.6666666666666666]
1066,"[74, 45, 3]",[1.6444444444444444]
1067,"[89, 68, 2]",[6052]
1068,"[98, 34, 0]",[132]
1069,"[13, 50, 0]",[63]
1070,"[23, 70, 1]",[-47]
1071,"[73, 71, 1]",[2]
1072,"[96, 64, 2]",[6144]
1073,"[53, 28, 1]",[25]
1074,"[30, 69, 0]",[99]
1075,"[67, 49, 3]",[1.3673469387755102]
1076,"[59, 30, 1]",[29]
1077,"[91, 58, 3]",[1.5689655172413792]
1078,"[11, 9, 1]",[2]
1079,"[5, 16, 2]",[80]
1080,"[73, 37, 3]",[1.972972972972973]
1081,"[23, 96, 3]",[0.23958333333333334]
1082,"[25, 14, 2]",[350]
1083,"[69, 30, 0]",[99]
1084,"[30, 70, 1]",[-40]
1085,"[40, 70, 2]",[2800]
1086,"[14, 61, 3]",[0.22950819672131148]
1087,"[82, 0, 0]",[82]
1088,"[28, 18, 3]",[1.5555555555555556]
1089,"[2, 4, 2]",[8]
1090,"[66, 75, 2]",[4950]
1091,"[28, 14, 1]",[14]
1092,"[45, 12, 3]",[3.75]
1093,"[48, 99, 1]",[-51]
1094,"[19, 58, 0]",[77]
1095,"[19, 93, 2]",[1767]
1096,"[69, 81, 3]",[0.8518518518518519]
1097,"[77, 3, 3]",[25.666666666666668]
1098,"[9, 10, 2]",[90]
1099,"[48, 42, 3]",[1.1428571428571428]
1100,"[38, 59, 2]",[2242]
1101,"[59, 94, 1]",[-35]
1102,"[68, 0, 0]",[68]
1103,"[46, 89, 2]",[4094]
1104,"[46, 6, 3]",[7.666666666666667]
1105,"[2, 2, 3]",[1.0]
1106,"[2, 78, 0]",[80]
1107,"[50, 19, 1]",[31]
1108,"[54, 6, 3]",[9.0]
1109,"[63, 4, 1]",[59]
1110,"[15, 87, 3]",[0.1724137931034483]
1111,"[86, 8, 0]",[94]
1112,"[4, 92, 3]",[0.043478260869565216]
1113,"[81, 85, 1]",[-4]
1114,"[98, 38, 2]",[3724]
1115,"[70, 55, 1]",[15]
1116,"[80, 92, 1]",[-12]
1117,"[0, 58, 2]",[0]
1118,"[0, 31, 3]",[0.0]
1119,"[39, 87, 2]",[3393]
1120,"[32, 56, 2]",[1792]
1121,"[80, 33, 0]",[113]
1122,"[58, 46, 2]",[2668]
1123,"[20, 1, 0]",[21]
1124,"[46, 50, 3]",[0.92]
1125,"[48, 27, 3]",[1.7777777777777777]
1126,"[61, 37, 3]",[1.6486486486486487]
1127,"[88, 8, 0]",[96]
1128,"[13, 10, 2]",[130]
1129,"[26, 61, 2]",[1586]
1130,"[31, 79, 2]",[2449]
1131,"[94, 35, 0]",[129]
1132,"[71, 49, 2]",[3479]
1133,"[22, 36, 0]",[58]
1134,"[33, 32, 1]",[1]
1135,"[20, 88, 1]",[-68]
1136,"[88, 99, 1]",[-11]
1137,"[33, 98, 0]",[131]
1138,"[18, 5, 3]",[3.6]
1139,"[87, 78, 1]",[9]
1140,"[8, 33, 1]",[-25]
1141,"[19, 56, 3]",[0.3392857142857143]
1142,"[66, 88, 0]",[154]
1143,"[1, 71, 1]",[-70]
1144,"[60, 52, 0]",[112]
1145,"[23, 39, 1]",[-16]
1146,"[49, 70, 0]",[119]
1147,"[23, 23, 3]",[1.0]
1148,"[77, 77, 0]",[154]
1149,"[96, 55, 0]",[151]
1150,"[5, 68, 1]",[-63]
1151,"[66, 40, 1]",[26]
1152,"[10, 83, 3]",[0.12048192771084337]
1153,"[1, 99, 3]",[0.010101010101010102]
1154,"[56, 58, 2]",[3248]
1155,"[100, 16, 3]",[6.25]
1156,"[24, 3, 1]",[21]
1157,"[72, 58, 3]",[1.2413793103448276]
1158,"[7, 61, 0]",[68]
1159,"[32, 61, 1]",[-29]
1160,"[24, 7, 1]",[17]
1161,"[36, 46, 0]",[82]
1162,"[79, 81, 1]",[-2]
1163,"[87, 98, 3]",[0.8877551020408163]
1164,"[4, 31, 0]",[35]
1165,"[91, 65, 2]",[5915]
1166,"[34, 96, 2]",[3264]
1167,"[99, 18, 1]",[81]
1168,"[7, 20, 1]",[-13]
1169,"[74, 3, 1]",[71]
1170,"[62, 90, 2]",[5580]
1171,"[7, 86, 1]",[-79]
1172,"[98, 72, 2]",[7056]
1173,"[24, 18, 1]",[6]
1174,"[57, 27, 0]",[84]
1175,"[94, 80, 0]",[174]
1176,"[21, 76, 0]",[97]
1177,"[14, 72, 3]",[0.19444444444444445]
1178,"[43, 30, 1]",[13]
1179,"[74, 85, 1]",[-11]
1180,"[83, 59, 3]",[1.4067796610169492]
1181,"[98, 55, 2]",[5390]
1182,"[94, 47, 1]",[47]
1183,"[97, 57, 0]",[154]
1184,"[0, 9, 3]",[0.0]
1185,"[86, 79, 3]",[1.0886075949367089]
1186,"[16, 48, 0]",[64]
1187,"[50, 23, 2]",[1150]
1188,"[33, 30, 1]",[3]
1189,"[2, 66, 1]",[-64]
1190,"[23, 88, 3]",[0.26136363636363635]
1191,"[34, 23, 3]",[1.4782608695652173]
1192,"[86, 73, 0]",[159]
1193,"[40, 56, 2]",[2240]
1194,"[16, 97, 1]",[-81]
1195,"[14, 8, 2]",[112]
1196,"[14, 6, 3]",[2.3333333333333335]
1197,"[5, 50, 2]",[250]
1198,"[63, 64, 2]",[4032]
1199,"[55, 74, 1]",[-19]
1200,"[48, 84, 2]",[4032]
1201,"[58, 64, 3]",[0.90625]
1202,"[13, 62, 1]",[-49]
1203,"[70, 92, 0]",[162]
1204,"[49, 5, 1]",[44]
1205,"[33, 48, 0]",[81]
1206,"[98, 21, 3]",[4.666666666666667]
1207,"[0, 66, 2]",[0]
1208,"[71, 43, 2]",[3053]
1209,"[18, 71, 3]",[0.2535211267605634]
1210,"[35, 8, 1]",[27]
1211,"[2, 64, 0]",[66]
1212,"[48, 98, 1]",[-50]
1213,"[1, 15, 1]",[-14]
1214,"[74, 12, 1]",[62]
1215,"[16, 91, 1]",[-75]
1216,"[75, 45, 3]",[1.6666666666666667]
1217,"[82, 43, 0]",[125]
1218,"[9, 42, 2]",[378]
1219,"[12, 65, 2]",[780]
1220,"[54, 1, 2]",[54]
1221,"[37, 18, 2]",[666]
1222,"[3, 97, 1]",[-94]
1223,"[29, 55, 2]",[1595]
1224,"[0, 86, 2]",[0]
1225,"[92, 82, 2]",[7544]
1226,"[65, 100, 1]",[-35]
1227,"[21, 53, 2]",[1113]
1228,"[96, 43, 1]",[53]
1229,"[39, 33, 0]",[72]
1230,"[46, 82, 1]",[-36]
1231,"[23, 50, 2]",[1150]
1232,"[80, 20, 3]",[4.0]
1233,"[80, 95, 2]",[7600]
1234,"[98, 87, 1]",[11]
1235,"[95, 81, 3]",[1.1728395061728396]
1236,"[10, 77, 1]",[-67]
1237,"[74, 20, 2]",[1480]
1238,"[17, 80, 2]",[1360]
1239,"[25, 47, 0]",[72]
1240,"[6, 29, 1]",[-23]
1241,"[1, 98, 1]",[-97]
1242,"[72, 81, 3]",[0.8888888888888888]
1243,"[54, 60, 1]",[-6]
1244,"[73, 81, 1]",[-8]
1245,"[33, 14, 1]",[19]
1246,"[92, 61, 2]",[5612]
1247,"[61, 4, 3]",[15.25]
1248,"[51, 73, 0]",[124]
1249,"[40, 45, 0]",[85]
1250,"[57, 63, 2]",[3591]
1251,"[36, 27, 1]",[9]
1252,"[38, 27, 2]",[1026]
1253,"[18, 62, 0]",[80]
1254,"[24, 85, 2]",[2040]
1255,"[4, 40, 0]",[44]
1256,"[90, 7, 2]",[630]
1257,"[13, 19, 3]",[0.6842105263157895]
1258,"[90, 57, 3]",[1.5789473684210527]
1259,"[64, 26, 2]",[1664]
1260,"[11, 91, 1]",[-80]
1261,"[60, 89, 2]",[5340]
1262,"[55, 54, 3]",[1.0185185185185186]
1263,"[44, 32, 2]",[1408]
1264,"[50, 18, 0]",[68]
1265,"[79, 72, 1]",[7]
1266,"[84, 96, 1]",[-12]
1267,"[77, 94, 1]",[-17]
1268,"[99, 38, 2]",[3762]
1269,"[84, 55, 2]",[4620]
1270,"[17, 38, 3]",[0.4473684210526316]
1271,"[95, 24, 3]",[3.9583333333333335]
1272,"[35, 11, 0]",[46]
1273,"[56, 89, 3]",[0.6292134831460674]
1274,"[57, 42, 3]",[1.3571428571428572]
1275,"[95, 49, 0]",[144]
1276,"[84, 87, 3]",[0.9655172413793104]
1277,"[29, 65, 2]",[1885]
1278,"[48, 76, 1]",[-28]
1279,"[2, 14, 3]",[0.14285714285714285]
1280,"[94, 70, 1]",[24]
1281,"[28, 74, 2]",[2072]
1282,"[30, 19, 1]",[11]
1283,"[48, 91, 1]",[-43]
1284,"[13, 61, 2]",[793]
1285,"[29, 85, 3]",[0.3411764705882353]
1286,"[97, 39, 1]",[58]
1287,"[70, 0, 1]",[70]
1288,"[38, 44, 2]",[1672]
1289,"[6, 17, 2]",[102]
1290,"[36, 67, 3]",[0.5373134328358209]
1291,"[60, 6, 3]",[10.0]
1292,"[99, 50, 1]",[49]
1293,"[13, 12, 2]",[156]
1294,"[21, 49, 1]",[-28]
1295,"[60, 60, 2]",[3600]
1296,"[74, 21, 1]",[53]
1297,"[22, 38, 2]",[836]
1298,"[45, 100, 2]",[4500]
1299,"[19, 50, 3]",[0.38]
1300,"[74, 90, 0]",[164]
1301,"[99, 46, 2]",[4554]
1302,"[54, 21, 3]",[2.5714285714285716]
1303,"[51, 80, 1]",[-29]
1304,"[23, 83, 2]",[1909]
1305,"[53, 50, 2]",[2650]
1306,"[8, 7, 2]",[56]
1307,"[61, 78, 1]",[-17]
1308,"[30, 91, 3]",[0.32967032967032966]
1309,"[7, 57, 0]",[64]
1310,"[34, 47, 3]",[0.723404255319149]
1311,"[50, 99, 2]",[4950]
1312,"[50, 11, 2]",[550]
1313,"[50, 50, 3]",[1.0]
1314,"[80, 66, 1]",[14]
1315,"[85, 20, 1]",[65]
1316,"[15, 56, 2]",[840]
1317,"[75, 64, 2]",[4800]
1318,"[42, 76, 3]",[0.5526315789473685]
1319,"[70, 43, 1]",[27]
1320,"[0, 79, 3]",[0.0]
1321,"[70, 45, 1]",[25]
1322,"[38, 35, 0]",[73]
1323,"[35, 98, 1]",[-63]
1324,"[45, 29, 3]",[1.5517241379310345]
1325,"[82, 5, 3]",[16.4]
1326,"[35, 6, 1]",[29]
1327,"[1, 34, 2]",[34]
1328,"[82, 69, 2]",[5658]
1329,"[0, 87, 1]",[-87]
1330,"[59, 29, 3]",[2.0344827586206895]
1331,"[74, 10, 3]",[7.4]
1332,"[93, 71, 0]",[164]
1333,"[1, 73, 2]",[73]
1334,"[44, 1, 1]",[43]
1335,"[39, 5, 2]",[195]
1336,"[54, 34, 0]",[88]
1337,"[39, 95, 2]",[3705]
1338,"[84, 64, 1]",[20]
1339,"[45, 84, 3]",[0.5357142857142857]
1340,"[18, 18, 3]",[1.0]
1341,"[40, 99, 0]",[139]
1342,"[65, 58, 0]",[123]
1343,"[4, 94, 1]",[-90]
1344,"[25, 31, 0]",[56]
1345,"[34, 60, 0]",[94]
1346,"[5, 17, 2]",[85]
1347,"[32, 36, 2]",[1152]
1348,"[43, 98, 2]",[4214]
1349,"[60, 87, 1]",[-27]
1350,"[32, 46, 1]",[-14]
1351,"[74, 27, 0]",[101]
1352,"[44, 10, 3]",[4.4]
1353,"[4, 11, 1]",[-7]
1354,"[62, 46, 0]",[108]
1355,"[68, 84, 1]",[-16]
1356,"[55, 66, 1]",[-11]
1357,"[58, 52, 2]",[3016]
1358,"[84, 77, 1]",[7]
1359,"[68, 91, 0]",[159]
1360,"[20, 50, 2]",[1000]
1361,"[23, 67, 2]",[1541]
1362,"[88, 1, 3]",[88.0]
1363,"[30, 66, 2]",[1980]
1364,"[91, 9, 0]",[100]
1365,"[88, 53, 1]",[35]
1366,"[15, 40, 0]",[55]
1367,"[55, 26, 0]",[81]
1368,"[73, 76, 3]",[0.9605263157894737]
1369,"[35, 58, 0]",[93]
1370,"[13, 89, 2]",[1157]
1371,"[75, 25, 0]",[100]
1372,"[15, 72, 0]",[87]
1373,"[37, 63, 1]",[-26]
1374,"[34, 87, 0]",[121]
1375,"[91, 3, 1]",[88]
1376,"[29, 91, 1]",[-62]
1377,"[51, 92, 3]",[0.5543478260869565]
1378,"[12, 68, 0]",[80]
1379,"[52, 11, 3]",[4.7272727272727275]
1380,"[45, 9, 1]",[36]
1381,"[15, 100, 1]",[-85]
1382,"[92, 9, 0]",[101]
1383,"[45, 91, 2]",[4095]
1384,"[37, 81, 3]",[0.4567901234567901]
1385,"[13, 26, 3]",[0.5]
1386,"[14, 33, 2]",[462]
1387,"[45, 19, 3]",[2.3684210526315788]
1388,"[51, 99, 3]",[0.5151515151515151]
1389,"[48, 51, 1]",[-3]
1390,"[14, 82, 0]",[96]
1391,"[8, 36, 2]",[288]
1392,"[54, 27, 1]",[27]
1393,"[8, 22, 0]",[30]
1394,"[72, 12, 1]",[60]
1395,"[69, 53, 0]",[122]
1396,"[30, 17, 3]",[1.7647058823529411]
1397,"[49, 38, 1]",[11]
1398,"[61, 50, 2]",[3050]
1399,"[31, 23, 1]",[8]
1400,"[99, 49, 0]",[148]
1401,"[63, 36, 2]",[2268]
1402,"[52, 96, 0]",[148]
1403,"[14, 68, 2]",[952]
1404,"[23, 28, 1]",[-5]
1405,"[33, 8, 3]",[4.125]
1406,"[99, 11, 2]",[1089]
1407,"[0, 25, 1]",[-25]
1408,"[62, 13, 1]",[49]
1409,"[62, 82, 1]",[-20]
1410,"[30, 39, 2]",[1170]
1411,"[55, 77, 2]",[4235]
1412,"[26, 93, 0]",[119]
1413,"[5, 35, 3]",[0.14285714285714285]
1414,"[23, 33, 3]",[0.696969696969697]
1415,"[53, 5, 2]",[265]
1416,"[14, 17, 2]",[238]
1417,"[27, 57, 2]",[1539]
1418,"[63, 23, 2]",[1449]
1419,"[33, 23, 3]",[1.434782608695652]
1420,"[19, 80, 2]",[1520]
1421,"[96, 41, 2]",[3936]
1422,"[83, 77, 2]",[6391]
1423,"[36, 53, 1]",[-17]
1424,"[29, 95, 3]",[0.30526315789473685]
1425,"[3, 58, 3]",[0.05172413793103448]
1426,"[59, 88, 1]",[-29]
1427,"[64, 51, 1]",[13]
1428,"[47, 17, 2]",[799]
1429,"[54, 4, 0]",[58]
1430,"[37, 28, 0]",[65]
1431,"[20, 75, 2]",[1500]
1432,"[87, 16, 1]",[71]
1433,"[80, 93, 1]",[-13]
1434,"[37, 48, 3]",[0.7708333333333334]
1435,"[31, 44, 1]",[-13]
1436,"[96, 34, 2]",[3264]
1437,"[8, 9, 1]",[-1]
1438,"[29, 27, 0]",[56]
1439,"[35, 69, 0]",[104]
1440,"[51, 4, 3]",[12.75]
1441,"[52, 59, 3]",[0.8813559322033898]
1442,"[73, 26, 0]",[99]
1443,"[49, 75, 3]",[0.6533333333333333]
1444,"[44, 44, 1]",[0]
1445,"[67, 52, 0]",[119]
1446,"[96, 7, 2]",[672]
1447,"[0, 30, 3]",[0.0]
1448,"[18, 87, 1]",[-69]
1449,"[74, 36, 0]",[110]
1450,"[61, 68, 1]",[-7]
1451,"[45, 97, 3]",[0.4639175257731959]
1452,"[22, 63, 1]",[-41]
1453,"[65, 33, 2]",[2145]
1454,"[16, 51, 1]",[-35]
1455,"[52, 21, 2]",[1092]
1456,"[92, 41, 2]",[3772]
1457,"[86, 45, 3]",[1.9111111111111112]
1458,"[39, 2, 0]",[41]
1459,"[33, 42, 2]",[1386]
1460,"[99, 35, 1]",[64]
1461,"[74, 80, 1]",[-6]
1462,"[21, 52, 3]",[0.40384615384615385]
1463,"[78, 38, 0]",[116]
1464,"[89, 92, 2]",[8188]
1465,"[77, 25, 2]",[1925]
1466,"[66, 75, 3]",[0.88]
1467,"[77, 96, 2]",[7392]
1468,"[39, 80, 0]",[119]
1469,"[53, 53, 0]",[106]
1470,"[27, 80, 0]",[107]
1471,"[25, 78, 3]",[0.32051282051282054]
1472,"[12, 67, 0]",[79]
1473,"[21, 64, 1]",[-43]
1474,"[51, 96, 0]",[147]
1475,"[86, 88, 1]",[-2]
